left_index,right_index,similarity,left_label,right_label,left_preview,right_preview
0,61,0.9719427512006364,1,1,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has 
0,64,0.9350575853655145,1,1,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,Understanding politics is crucial for professionals in this field. Recent studies show that politics can have significant impact on society. The development of politics technologie
0,67,0.9348346163167891,1,1,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,Understanding politics is crucial for professionals in this field. The development of politics technologies has accelerated over the past decade. Experts recommend focusing on poli
0,75,0.959185300368114,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,politics has become increasingly important in today's world. Recent studies show that politics can have significant impact on society. The development of politics technologies has 
0,113,0.9799374272223816,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,The development of politics technologies has accelerated over the past decade. Recent studies show that politics can have significant impact on society. politics has become increas
0,115,0.900230062477066,1,1,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,Recent studies show that politics can have significant impact on society. The development of politics technologies has accelerated over the past decade. Understanding politics is c
0,116,0.9196179865574523,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,politics has become increasingly important in today's world. The development of politics technologies has accelerated over the past decade. The development of politics technologies
0,121,0.9215683807636369,1,1,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,politics has become increasingly important in today's world. politics has become increasingly important in today's world. Understanding politics is crucial for professionals in thi
0,130,0.9631591491485932,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,The development of politics technologies has accelerated over the past decade. Understanding politics is crucial for professionals in this field. The development of politics techno
0,189,0.9348346163167891,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,politics has become increasingly important in today's world. The development of politics technologies has accelerated over the past decade. Experts recommend focusing on politics t
0,206,0.9799374272223816,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,The development of politics technologies has accelerated over the past decade. politics has become increasingly important in today's world. Recent studies show that politics can ha
0,218,0.9174925340207308,1,1,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,politics has become increasingly important in today's world. politics has become increasingly important in today's world. Recent studies show that politics can have significant imp
0,240,0.9450354144980992,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,politics has become increasingly important in today's world. politics has become increasingly important in today's world. Understanding politics is crucial for professionals in thi
0,243,0.9755215148821756,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,The development of politics technologies has accelerated over the past decade. Recent studies show that politics can have significant impact on society. Recent studies show that po
0,283,0.9478647907557408,1,1,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,politics has become increasingly important in today's world. Understanding politics is crucial for professionals in this field. The development of politics technologies has acceler
0,291,0.9215897185086188,1,1,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,The development of politics technologies has accelerated over the past decade. politics has become increasingly important in today's world. politics has become increasingly importa
0,298,0.9044019270731298,1,1,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,Recent studies show that politics can have significant impact on society. Understanding politics is crucial for professionals in this field. The development of politics technologie
0,347,0.9368734795992968,1,1,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,The development of politics technologies has accelerated over the past decade. Recent studies show that politics can have significant impact on society. Recent studies show that po
0,355,0.9631591491485932,1,1,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has 
0,374,0.9030938378832837,1,1,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,The development of politics technologies has accelerated over the past decade. Experts recommend focusing on politics to improve overall outcomes. Understanding politics is crucial
0,376,0.904218788917665,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,Experts recommend focusing on politics to improve overall outcomes. Recent studies show that politics can have significant impact on society. Experts recommend focusing on politics
0,381,0.9063004045877022,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,Recent studies show that politics can have significant impact on society. The development of politics technologies has accelerated over the past decade. Understanding politics is c
0,395,1.0000000000000067,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,The development of politics technologies has accelerated over the past decade. Recent studies show that politics can have significant impact on society. politics has become increas
0,405,0.9149183030571865,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,Experts recommend focusing on politics to improve overall outcomes. politics has become increasingly important in today's world. Recent studies show that politics can have signific
0,452,0.9762932630243981,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,Recent studies show that politics can have significant impact on society. The development of politics technologies has accelerated over the past decade. Understanding politics is c
0,465,0.9606928605182018,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,Experts recommend focusing on politics to improve overall outcomes. politics has become increasingly important in today's world. The development of politics technologies has accele
0,501,0.9616526339299207,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,politics has become increasingly important in today's world. Understanding politics is crucial for professionals in this field. Recent studies show that politics can have significa
0,511,0.9426304686143745,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,Understanding politics is crucial for professionals in this field. The development of politics technologies has accelerated over the past decade. politics has become increasingly i
0,523,0.9886558919858738,1,1,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,The development of politics technologies has accelerated over the past decade. The development of politics technologies has accelerated over the past decade. politics has become in
0,525,0.9606928605182018,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,The development of politics technologies has accelerated over the past decade. Recent studies show that politics can have significant impact on society. Experts recommend focusing 
0,531,0.900230062477066,1,1,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,Recent studies show that politics can have significant impact on society. Experts recommend focusing on politics to improve overall outcomes. The development of politics technologi
0,548,0.9462736444003935,1,1,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,Recent studies show that politics can have significant impact on society. Recent studies show that politics can have significant impact on society. Recent studies show that politic
0,549,0.9004975504298203,1,1,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,Understanding politics is crucial for professionals in this field. politics has become increasingly important in today's world. politics has become increasingly important in today'
0,577,0.911863853153285,1,1,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,The development of politics technologies has accelerated over the past decade. Understanding politics is crucial for professionals in this field. Recent studies show that politics 
0,581,0.9215338871282636,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,The development of politics technologies has accelerated over the past decade. politics has become increasingly important in today's world. The development of politics technologies
0,589,0.9004975504298203,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,politics has become increasingly important in today's world. The development of politics technologies has accelerated over the past decade. Understanding politics is crucial for pr
0,593,0.9702654024683323,1,1,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,The development of politics technologies has accelerated over the past decade. Experts recommend focusing on politics to improve overall outcomes. politics has become increasingly 
0,617,0.9726065728073766,1,1,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,The development of politics technologies has accelerated over the past decade. Experts recommend focusing on politics to improve overall outcomes. politics has become increasingly 
0,622,0.9755215148821756,1,1,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,politics has become increasingly important in today's world. The development of politics technologies has accelerated over the past decade. Recent studies show that politics can ha
0,646,0.9607978311690902,1,1,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,politics has become increasingly important in today's world. Recent studies show that politics can have significant impact on society. Understanding politics is crucial for profess
0,654,0.9323467753717827,1,1,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,Recent studies show that politics can have significant impact on society. The development of politics technologies has accelerated over the past decade. Recent studies show that po
0,681,0.9063004045877022,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,The development of politics technologies has accelerated over the past decade. Understanding politics is crucial for professionals in this field. The development of politics techno
0,683,0.9478647907557408,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,politics has become increasingly important in today's world. The development of politics technologies has accelerated over the past decade. The development of politics technologies
0,692,0.9368734795992968,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,The development of politics technologies has accelerated over the past decade. Recent studies show that politics can have significant impact on society. The development of politics
0,711,0.9348346163167891,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,The development of politics technologies has accelerated over the past decade. Understanding politics is crucial for professionals in this field. Experts recommend focusing on poli
0,772,0.9125845156150596,1,1,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,Recent studies show that politics can have significant impact on society. The development of politics technologies has accelerated over the past decade. Understanding politics is c
0,783,0.9115655972307591,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,Recent studies show that politics can have significant impact on society. The development of politics technologies has accelerated over the past decade. The development of politics
0,787,0.9119355950268063,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,Experts recommend focusing on politics to improve overall outcomes. Recent studies show that politics can have significant impact on society. Recent studies show that politics can 
0,806,0.9014397743800502,1,1,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,Understanding politics is crucial for professionals in this field. politics has become increasingly important in today's world. The development of politics technologies has acceler
0,822,0.916900545073952,1,0,Recent studies show that politics can have significant impact on society. politics has become increasingly important in today's world. The development of politics technologies has ,Experts recommend focusing on politics to improve overall outcomes. Understanding politics is crucial for professionals in this field. The development of politics technologies has 
